4,0
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
21,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
6
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0
0,0,0,3,0,0,0,0,3,0
3,0,0,0,3,0,0,0,0,0
0,3,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,3,3,0,0
0,0,0,0,0,3,3,0,0,0
0,0,0
