8,0
0,0,20,12,5,20,0,0,0,0
0,20,20,0,0,0,0,0,0,0
0,20,20,0,0,20,20,20,20,0
0,20,20,20,10,20,20,20,20,0
0,0,6,0,0,0,8,0,0,0
0,0,6,0,0,0,8,0,0,0
20,20,20,20,20,20,20,20,0,0
20,20,20,0,0,0,0,0,0,0
20,20,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0
