4,0
1,1,1,1,21,21,21,21,21,21
1,1,1,1,1,21,21,21,21,21
1,1,1,1,1,21,21,21,21,21
1,1,1,1,21,21,21,21,21,21
1,1,1,1,21,21,21,21,21,21
1,1,1,1,1,1,21,21,21,21
1,1,1,1,1,21,21,21,21,21
1,1,1,1,21,21,21,21,21,21
1,1,1,1,1,21,21,21,21,21
1,1,1,1,1,21,21,21,21,21
9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0
3,3,3,3,12,12,12,12,12,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,12,12,12,12,12
0,0,0
