1,1
0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0
0,20,20,20,0,0,0,0,20,0
0,20,20,20,5,10,0,20,20,0
0,20,20,20,0,0,0,0,20,0
0,0,6,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0
0,20,20,20,0,0,20,20,0,0
0,20,20,20,6,0,20,20,0,0
6
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,6,0,0
0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0
